No of Bedrooms ,total_sqft,bath,No of balcony,site_location,price
3,1358,2,1,85,43.1
1,654,1,1,85,37
3,1255,2,1,85,95
2,1125,2,2,85,40
2,1127,2,2,85,55
4,1500,2,0,85,650
3,1400,2,2,85,40.44
4,2396,4,2,85,325
3,1221,3,3,85,52
4,2400,5,3,85,390
2,1200,2,3,85,47
2,1197,2,1,85,47.88
4,2100,4,2,85,150
2,1225,2,2,85,49.5
3,1365,3,0,85,84.29
3,1525,2,3,85,67
4,2940,3,2,85,2250
2,1400,2,2,85,57.5
2,1000,2,2,85,48.53
3,1200,3,2,85,57
3,1360,2,1,85,53
2,1175,2,2,85,60
4,2340,5,1,85,129
8,1350,8,2,85,185
4,3000,4,0,85,240
2,1215,2,1,85,46.1
2,1199,2,1,85,85
2,1260,2,1,85,39.69
4,1100,4,1,85,120
2,1210,2,2,85,75
2,1200,2,1,85,52
3,2000,4,2,85,138
2,1075,2,1,85,40
2,1155,2,2,85,40.43
1,620,2,0,85,48
2,1200,2,2,85,52
2,1200,1,1,85,81
2,957,2,1,85,47
1,520,2,0,85,29
3,1872,3,2,85,152
1,418,2,1,85,11.5
2,1250,2,1,85,62.4
3,1620,3,3,85,95
3,1262,2,1,85,83
3,1200,2,0,85,66
2,1250,2,2,85,60
2,1108,2,1,85,48
2,1135,2,1,85,56.74
2,1065,2,1,85,50.92
2,1200,2,1,85,72
2,600,2,0,85,65
1,470,1,1,85,21
3,1607,2,2,85,112
6,1200,6,3,85,180
2,1250,2,2,85,65
3,1820,3,2,85,79.5
1,630,1,1,85,46
2,1090,2,1,85,47.42
2,1074,2,2,85,26.85
2,1200,2,1,85,70
1,500,2,0,85,80
3,1491,3,2,85,85
2,1053,2,1,85,46.29
5,2350,5,0,85,325
2,870,2,2,85,24
2,883,2,1,85,39
3,1880,4,2,85,110
2,900,2,1,85,40
1,1200,2,1,85,66
1,410,1,1,85,48
3,1920,3,2,85,150
4,2100,3,1,85,114
3,1625,3,2,85,70
2,1075,2,2,85,60
3,1843,3,2,85,95
3,1991,4,2,85,100
3,1200,3,2,85,240
2,1274,2,1,85,90
3,1390,2,2,85,69.49
3,1750,3,2,85,100
1,525,1,1,85,26
3,1150,3,2,85,65
3,2777.29,5,2,85,649
3,1282,2,1,85,48.72
3,1710,3,2,85,110
6,600,6,2,85,65
9,4600,9,0,85,150
2,1225,2,2,85,52
6,3000,7,2,86,210
3,1700,3,2,86,155
4,4111,4,2,86,250
3,2023.71,3,2,86,275
4,1500,4,2,86,220
3,1490,3,1,86,84
2,1120,2,0,86,48.13
5,1000,4,1,86,160
2,1142,2,2,86,70
3,1611,2,2,86,64.44
3,1563,3,2,86,52
6,1200,7,3,86,165
2,1050,2,1,86,42
3,1485,3,2,86,65
3,1614,3,2,86,95
2,1258,2,1,86,63.53
2,1200,2,3,86,53
3,1320,2,1,86,38.13
3,1870,3,0,86,110
2,1128,2,1,86,64
2,800,1,0,86,50
2,1250,2,0,86,60
4,1200,4,0,86,75
3,1250,3,3,86,48
3,1300,3,3,86,65
1,296,1,0,86,22.89
2,1055,2,2,86,45.35
3,600,2,0,86,30
4,1500,5,3,86,220
2,1165,2,2,86,75
2,1065,2,1,86,42.6
3,1800,3,3,86,260
3,2800,3,2,86,250
2,1280,2,1,86,60
2,1020.07,2,1,86,68.38
3,1785,3,2,86,94
2,1050,2,2,86,48
3,3500,5,0,86,275
4,1200,4,0,86,125
1,703,1,1,86,52
4,4818,4,3,86,390
2,1050,2,3,86,45
2,1070,2,1,86,60
4,2062,3,0,86,140
2,1222,2,0,86,112
2,1070,2,3,86,43
3,1746,3,3,86,84.95
3,1900,3,3,86,150
2,1346,2,1,86,71.32
2,1000,2,2,86,41
2,1108,2,1,86,87
4,5985,4,0,86,775
3,1388,3,3,86,69.99
1,810,1,0,86,21
2,795,2,2,86,32
3,660,2,1,86,100
4,1440,4,0,86,88
2,1170,2,1,86,33
1,680,1,1,86,46
3,1442,3,2,86,56.24
3,1374,3,2,86,51
4,1200,4,1,86,225
8,3600,6,1,86,145
2,1255,2,1,86,55.5
6,1500,6,3,86,150
3,1464,3,3,86,56
6,2400,6,1,86,400
3,1250,3,2,86,29
2,1060,2,1,86,37
2,1115,2,2,86,50
2,1375,2,3,86,58
3,1560,3,3,86,68
3,1179,2,1,86,55
3,1080,3,2,86,149
3,2145,3,2,86,165
2,1010,2,0,86,50.125
2,1280,2,2,86,90
2,1180,2,1,86,41.3
2,1210,2,1,86,77
4,1200,3,2,86,110
2,1100,2,1,86,44
3,1614,3,2,86,93
3,1400,2,3,86,78
3,1200,3,2,86,98
3,1630,3,2,86,60.65
2,1151,2,2,86,43.6
3,1400,3,3,86,69
2,910,2,2,86,160
2,1165,2,2,86,88.5
4,2900,4,2,86,240
2,905,2,2,86,50
3,2400,4,1,86,130
2,1072,2,1,86,42.87
3,720,3,1,86,48
2,680,3,2,86,60
2,1424,2,3,86,80
2,810,2,1,86,25.5
3,2020,3,2,86,160
2,1190,2,1,86,64
2,1174,2,1,86,74
5,717,5,1,86,78
2,1040,2,2,86,78
2,1334,2,1,86,62
3,2400,6,2,86,775
3,2400,4,1,86,240
3,1623,3,1,86,89
2,1200,2,1,86,36.1
2,2000,2,0,86,75
2,1222,2,3,86,48
1,660,1,1,86,35
2,1225,2,1,86,37
2,1200,2,2,86,85
1,750,1,1,86,105
3,1200,3,2,86,225
5,4000,5,2,86,170
3,1600,3,3,86,100
2,1255,2,2,86,52.35
1,740,1,1,86,23.65
3,1335,2,2,86,73.43
3,1245,2,2,86,43.58
2,1350,2,0,86,90
4,1600,4,1,86,200
2,1032,2,1,86,31.99
3,1500,5,2,86,95
2,1138,2,1,86,32
2,1377,2,2,86,80
3,1790,3,2,86,105
2,1317,2,2,86,52
3,1510,3,2,86,78
4,16335,4,2,86,149
2,955,2,1,86,37.97
2,1052,2,1,86,34.72
3,2250,3,0,86,180
4,1100,2,1,86,60
4,1000,4,2,86,130
3,1557,3,1,86,70
3,1350,3,2,86,80.99
2,1200,2,3,86,70
3,1665,3,2,87,88
3,2144,3,2,87,145
3,1762,3,3,87,91.45
2,1200,2,2,87,46.8
2,1440,2,0,87,95
4,2000,4,1,87,300
2,1210,2,1,87,45.98
2,1300,2,3,87,36
3,1976,3,1,87,184
4,3500,5,2,87,425
3,1560,2,2,87,72
2,1039,2,2,87,80
3,1617,3,3,87,66.68
3,1500,3,1,87,130
2,1363,2,2,87,68
2,910,2,2,87,42
3,600,3,2,87,75
27,8000,27,0,87,230
3,1650,4,0,87,160
2,680,2,0,87,42
1,765,2,2,87,30
4,1700,4,1,87,152
2,1268,2,1,87,73
2,1210,2,2,87,40
4,800,4,0,87,120
5,1200,4,1,87,85
2,1304,2,1,87,79
2,1350,2,3,87,180
1,760,1,2,87,50.3
2,1274,2,2,87,70
3,1340,3,0,87,90
3,1703,3,2,87,113
3,1750,3,2,87,110
2,1200,2,2,87,50
3,1033,2,2,87,32
3,2292,3,2,87,286
2,1495,2,2,87,79.5
4,2400,4,1,87,130
3,1500,3,3,87,102
3,1400,2,2,87,62
3,1650,2,1,87,52
2,1350,2,1,87,86
3,1532,3,1,87,115
3,1874,4,1,87,130
2,1267,2,2,87,42.85
4,3000,5,0,87,270
4,1280,4,1,87,115
2,1109,2,1,87,41.49
2,1070,2,2,87,45
2,1000,2,1,87,35
2,1197,2,1,87,79
2,1080,2,2,87,38
1,905,1,1,87,52
2,1060,2,1,87,65
3,1850,3,2,87,88
3,2448,3,2,87,400
6,800,6,2,87,75
3,1385,2,2,87,50
2,1278,2,2,87,90
2,1224,2,2,87,70
9,4700,10,3,87,130
5,3930,7,0,87,329
2,883,2,1,87,50
2,1191,2,1,87,90
5,1200,5,2,87,99
2,920,2,1,87,27
0,2324,1,0,87,26.73
2,1245,2,3,87,62
2,1047,2,1,87,91
3,1600,3,3,87,95
2,1125,2,1,87,48
1,650,1,1,87,17
2,1013,2,1,87,51
3,900,2,0,87,65
3,1693,3,1,87,125
3,1639,3,2,87,129
4,2750,4,0,87,413
2,1245,2,2,87,100
2,1050,2,1,87,55
3,1157,2,1,87,57.84
3,1417,2,2,87,76
2,1200,2,3,87,40
3,1400,2,1,87,55
2,1149,2,2,87,65
2,1020,2,0,87,45
3,1320,2,2,87,59
4,2400,5,0,87,320
2,1060,2,1,87,50
2,1280,2,1,87,61
3,1326,2,1,87,35
3,1510,2,2,87,55
2,1194,2,2,87,46
1,560,1,1,87,21
1,500,1,1,87,16
3,1590,3,2,87,57
2,1297,2,1,87,49.9
2,1155,2,1,87,65
5,2700,4,0,87,170
2,1130,2,2,87,63
2,1140,2,1,87,65
3,1319,3,1,87,42
2,1205,2,2,87,29
5,2800,5,3,87,130
4,3628,4,1,87,246
3,1304,3,0,87,65
2,1243,2,2,87,46
2,1025,2,1,87,60
2,1155,2,2,87,69
3,1981,3,1,87,134
3,1920,4,2,87,121
4,2000,4,0,87,90
4,2088,5,0,87,110
3,2000,3,3,87,125
3,2050,3,2,87,135
4,1350,4,1,87,230
2,1056,2,2,87,70
2,700,2,1,87,36
3,1920,3,2,87,134
4,4450,6,0,87,449
2,1088,2,2,87,44
4,4800,5,2,87,350
3,1731,3,3,87,64.11
3,1496,2,1,87,71.81
3,1464,3,2,87,56
3,1495,2,2,87,70
3,2880,3,2,87,560
2,1125,2,2,87,75
2,1195,2,1,87,75
2,1305,2,2,87,90
1,747,1,2,87,27
5,2000,5,0,87,75
2,1045,2,1,87,45
2,1270,2,0,87,172
3,1717,3,3,87,125
3,1662,3,2,87,155
3,1410,3,3,87,68
2,1100,2,2,87,64.08
2,1175,2,1,87,65
2,708,2,2,88,37
3,1704,3,2,88,110
3,1252,3,3,88,55
3,1600,2,1,88,108
2,900,2,1,88,40
3,1550,3,3,88,100
4,2200,4,2,88,200
4,2760,4,2,88,155
4,5500,4,0,88,600
3,1500,2,2,88,95
3,2169,4,0,88,115
2,1246,2,1,88,64.5
2,550,1,1,88,16
2,1280,2,1,88,75
2,650,2,0,88,28
2,1297,2,2,88,112
2,1200,2,0,88,58
4,2422,4,2,88,160
3,1429,3,3,88,86
2,2400,2,1,88,95
3,1521,3,1,88,94.99
3,1200,2,0,88,66
3,1500,3,2,88,88
3,1525,2,2,88,60
4,4850,6,2,88,385
2,1185,2,2,88,43
4,2720,4,1,88,485
3,3000,2,2,88,120
2,1180,2,2,88,65
2,1151,2,2,88,39.02
3,1610,3,2,88,92
5,2500,5,3,88,130
2,1053,2,1,88,48
3,1610,2,2,88,115
3,1460,2,3,88,73
3,1460,3,3,88,71
3,1482,1,0,88,93.865
2,1327,2,3,88,85
4,3785,6,0,88,280
2,1195,2,2,88,51
3,1559,3,2,88,127
2,1325,2,1,88,70
2,1040,2,2,88,42.12
4,600,3,2,88,78
1,656,1,1,88,53
3,1385,2,2,88,76.18
2,918,2,1,88,27.54
4,2340,5,1,88,129
2,1225,2,1,88,35.52
2,818,2,1,88,26
2,1190,2,1,88,50
2,1046,2,1,88,75
2,1176,2,2,88,44
4,1749,4,0,88,90
2,1020,2,1,88,29.45
2,924,2,2,88,35.11
3,1310,1,0,88,62.81
2,1160,2,1,88,42
2,1025,2,2,88,66
2,1205,2,1,88,59
1,648,1,0,88,32.15
3,1450,3,3,88,62.4
2,1243,2,2,88,46
6,3600,6,2,88,303
2,1093,2,1,88,32.78
1,651,1,1,88,17.5
2,1260,2,2,88,59.2
2,1115,2,1,88,50
2,1200,2,2,88,80
2,1480,2,1,88,80
1,720,1,1,88,60
3,600,3,2,88,65
2,1160,2,2,88,40.6
2,946,2,2,88,45
3,1230,3,3,88,60
3,1685,3,1,88,135
2,1190,2,1,88,55
3,1350,3,0,88,75
3,600,3,1,88,70
2,1185,2,1,88,51.15
3,1492,3,1,88,88
3,1150,3,3,88,46
2,845,2,1,88,30
3,1880,1,0,88,98.485
3,1410,2,2,88,53.58
3,1450,3,2,88,68
2,1020,2,1,88,27.43
2,1000,2,1,88,50
3,1950,3,3,88,230
2,1040,2,1,88,33.28
3,1390,2,3,88,60.47
3,1420,3,3,88,68
2,1156,2,2,88,46
4,3500,4,0,88,700
3,1837,3,3,88,142
3,1300,3,1,88,170
6,3900,6,3,88,260
3,1730,3,2,88,72.6
2,1430,2,2,88,87.8
3,1603,2,0,88,125
3,2000,3,2,88,300
3,1215,2,3,88,50
3,1138,3,2,88,128
3,1430,3,2,88,70
3,1640,3,2,88,268
2,1200,2,2,88,40.5
2,1195,2,2,88,59
6,4000,6,0,88,230
2,1103,2,2,88,55
2,1200,2,0,88,130
1,840,1,1,88,57
1,581,1,1,88,29
3,1940,4,3,88,116
2,1335,2,1,88,95
4,3019,6,0,88,190
10,1200,11,0,88,105
2,1140,2,2,88,46
2,1166,2,1,88,64.08
2,1200,2,0,88,46
3,1700,3,2,88,74
2,1206,2,1,88,55
2,1100,2,2,88,38
2,1420,2,1,88,99.26
2,880,2,1,88,19
3,1892,3,2,88,200
3,1878,3,0,88,84.205
4,3188,4,0,88,137
6,1200,6,2,88,170
2,1342,2,1,88,90
2,884,2,1,88,48
3,1442,3,2,88,80
2,1145,2,2,88,44
2,1088,2,2,88,46
2,1162,2,1,88,48
3,1984,4,1,88,148
3,1760,3,2,88,139
1,1130,1,0,88,52.57
6,710,6,3,89,160
3,1846,3,2,89,300
3,1420,2,1,89,100
1,451,1,0,89,29.9
2,1130,2,1,89,42.16
2,1160,2,1,89,55
3,1702,3,2,89,130
2,1101,2,0,89,45
8,600,4,1,89,72
4,3206,5,0,89,270
2,1050,2,2,89,55.5
3,1590,3,3,89,49
2,1408,2,2,89,85
2,1132,2,1,89,67
2,1156,2,2,89,46
2,1070,2,2,89,42
3,2400,3,0,89,160
2,882,2,1,89,30
2,1035,2,1,89,41.73
2,955,2,3,89,53.55
3,3155,4,2,89,370
3,1875,3,1,89,167
3,1525,3,2,89,65
3,1240,2,1,89,84
3,1752.12,3,2,89,116
2,1058,2,1,89,48
2,1035,2,1,89,39.33
3,1980,3,2,89,224
5,600,5,0,89,50
3,1626,2,2,89,120
2,1092,2,2,89,44
2,933,2,2,89,43
3,1665,3,3,89,70
2,1200,2,0,89,66
5,5965,5,0,89,385
5,1200,4,1,89,140
3,1033,2,2,89,31.5
2,1301,2,2,89,55
2,1203,2,1,89,59.86
3,1583,3,1,89,74.4
3,1750,3,3,89,150
3,1890,3,2,89,162
2,1199,2,0,89,48.905
3,2020,3,3,89,85
4,4500,5,0,89,400
2,1140,2,3,89,55.5
3,1305,2,1,89,60
4,4356,5,1,89,850
1,640,1,1,89,20.5
4,2422,3,2,89,150
3,1749,3,1,89,117
3,1610,3,1,89,84.53
4,2400,4,2,89,400
2,1100,2,1,89,85
3,1200,3,3,89,96.25
3,1800,3,2,89,88
2,1185,2,1,89,40.17
3,1200,2,2,89,69
2,1080,2,0,89,28.275
2,1312,2,3,89,69
2,1027,2,2,89,44
6,4000,6,3,89,850
3,1347,2,1,89,37.72
2,865,2,1,89,35.11
3,1680,3,3,89,105
1,645,1,1,89,16.45
3,2990,5,1,89,210
3,1595,3,0,89,71.89
3,1539,3,0,89,85
1,480,1,1,89,25
2,1107,2,2,89,40
2,1200,2,1,89,76
2,1200,2,2,89,62.5
3,1711,3,1,89,110
3,1310,2,1,89,37.83
2,1100,2,3,89,38
3,2075,3,1,89,175
1,470,2,1,89,10
3,1250,2,1,89,50
3,1859,3,2,89,121
4,3500,2,1,89,350
3,1610,3,2,89,80.48
4,4201,6,0,89,385.5
2,1010,2,2,89,55
9,1200,8,3,89,270
3,1847,3,2,89,123
4,2439,4,3,89,185
3,1150,2,2,89,40.25
3,1550,3,3,89,65.1
2,1020,2,1,89,48
4,2736,4,0,89,130
3,1530,2,2,89,74.4
2,1200,2,1,89,20
2,1251,2,1,89,53
3,1293,2,2,89,80
3,1720,2,1,89,130
3,1550,2,2,89,98
2,1077,2,1,89,34.46
2,1104,2,1,89,34.22
3,2180,3,0,89,285
2,940,2,1,89,48
3,1224,2,2,89,48.95
3,1300,2,2,89,58
2,1200,1,0,89,70
2,1275,2,2,89,49.5
2,1293,2,2,89,80
3,1884,4,2,89,118
3,3520,5,2,89,320
2,970,2,1,89,36
4,4550,2,1,89,240
3,1732,3,1,89,112
2,1125,2,1,89,55
2,1035,2,2,89,52.79
3,1255,3,2,89,77.68
3,900,3,1,89,75
2,1204,2,2,89,58
4,3453,4,2,89,247
3,1588,2,3,89,90
3,1460,2,1,89,90
2,1309,2,1,89,82
2,1329,2,1,89,107
1,750,1,2,89,47
2,1125,2,1,89,32.63
2,1169,2,2,89,64.08
3,1610,2,3,89,119
1,663,1,0,89,32.82
2,1200,2,1,89,51
3,1820,3,2,89,95.5
2,1231,2,1,89,84.5
3,1738,3,2,89,110
2,7000,2,1,89,135
2,497,1,1,89,20
2,1065,2,1,89,30.75
2,1200,2,1,89,42
1,540,1,1,89,22.5
4,2259,3,2,89,112
7,1800,5,3,89,65
3,1500,2,3,89,55
2,1000,2,2,90,70
2,1340,2,2,90,55.7
6,1450,6,0,90,250
3,1800,3,2,90,95
2,1320,2,1,90,165
4,4144,4,3,90,315
2,1630,2,2,90,200
2,775,2,1,90,55
2,1567,2,2,90,92
3,1540,3,0,90,50
3,3235,3,1,90,235
4,4000,4,2,90,675
2,1150,2,1,90,49
2,1262,2,2,90,63
2,1100,2,1,90,62.7
2,1012,2,1,90,66.5
3,1469,3,1,90,89
2,845,2,1,90,37
3,1188,2,2,90,38
3,1360,2,2,90,54.39
3,2900,4,0,90,240
3,1320,2,1,90,38.12
2,1060,2,2,90,48
3,1245,2,1,90,68
2,957,2,1,90,46.9
2,1220,2,2,90,60
1,700,1,0,90,30.09
2,1021,2,1,90,48
2,1200,1,0,90,53
2,1035,2,2,90,35.77
2,1194,2,2,90,47
1,461.82,1,1,90,31.7
4,4051,4,3,90,345
2,1127,2,1,90,50
2,1141,2,1,90,46
5,3300,3,0,90,250
3,1400,2,1,90,48
1,650,1,0,90,30
2,1357,2,2,90,54
3,1488,2,3,90,60
2,1215,2,1,90,45.5
1,735,1,1,90,75
3,1430,2,2,90,51.6
2,1059,2,2,90,34.5
2,1200,1,1,90,36
2,1220,2,2,90,68
2,1207,2,2,90,62
2,1005,2,1,90,43
3,1310,2,1,90,52.4
2,1145,2,2,90,100
4,1750,3,2,90,215
3,2493,3,0,90,115
2,1160,2,1,90,55
1,700,1,0,90,32.64
3,1345,2,1,90,47
2,1255,2,3,90,77
3,2250,3,1,90,113
2,1475,2,2,90,55
1,600,1,1,90,75
3,1449,3,2,90,90
5,1200,4,0,90,130
2,1050,2,2,90,41
3,1330,2,2,90,55
3,1850,2,2,90,88
2,1146,2,1,90,50
2,1185,2,2,90,44
4,1800,5,1,90,250
3,1800,3,2,90,90
3,1550,3,1,90,59
3,1435,3,3,90,53
2,1158,2,3,90,75
2,1200,1,1,90,54
7,1200,5,0,90,80
4,1200,3,2,90,160
2,1150,2,1,90,60
3,2122,3,2,90,125
2,1133,2,1,90,55
2,920,2,2,90,60
2,947.55,2,1,90,80
2,1763,3,2,90,262
2,1010,2,1,90,48.27
2,1190,2,2,90,41
2,800,2,1,90,85
3,1718,3,2,90,119
3,1691,3,2,90,113
1,1020,2,1,90,49.87
3,1645,3,0,90,95
3,1230,2,2,90,31.37
2,1392,2,1,90,130
3,1400,3,2,90,90
3,2350,4,2,90,163
3,1200,2,0,90,66
4,3400,4,3,90,235
3,1050,3,1,90,175
2,700,2,1,90,35
7,1200,7,2,90,199
2,1100,2,2,90,38
3,1706,3,2,90,115
2,1240,2,2,90,45.88
2,1085,2,1,90,50
1,600,1,0,90,45
1,664,1,1,90,34
4,2400,4,0,90,350
2,1165,2,1,90,40.77
1,10030,1,1,90,150
2,1065,2,2,90,28.5
2,1090,2,1,90,37
2,1125,2,2,90,39.98
2,920,2,2,90,33
2,1205,2,1,90,68.32
1,1200,1,0,90,45
3,1275,3,1,90,70
2,1075,2,2,90,53
2,1140,2,1,90,59
4,3800,5,2,90,170
3,1410,2,1,90,54
3,1490,2,2,90,59.6
3,2300,4,1,90,240
3,1690,3,3,90,50
3,1717,3,2,90,200
3,1314,2,2,90,70.44
2,1035,2,2,90,90
3,1555,3,3,90,73
3,1290,2,1,90,62
2,1050,2,2,90,55
2,1165,2,1,90,33.65
2,1105,2,2,90,57
3,1450,3,3,90,53.6
3,1360,2,3,90,45
2,1206,2,0,90,90
3,2400,4,2,90,300
2,1255,2,1,90,53.57
3,1650,3,2,90,48
3,1325,2,2,90,60
3,1437,3,0,90,75.885
3,1720,3,0,90,100
3,1095,2,2,90,28
3,1783,3,3,90,85
2,1060,2,2,91,58.06
2,1070,2,1,91,52
2,861,2,1,91,34.5
3,1935,3,2,91,110
4,1200,4,1,91,230
3,1600,3,2,91,86
3,1075,2,1,91,45
2,1070,2,2,91,39
3,1853,3,2,91,82
3,1500,2,2,91,95
9,900,10,0,91,170
3,1985,3,2,91,75
3,1384,3,2,91,62.28
2,1265,2,2,91,85
2,1015,2,1,91,45
2,1291,2,3,91,49
6,600,4,0,91,60
2,1100,2,1,91,50
3,1167,2,2,91,39.98
2,1045,2,2,91,42
3,1600,2,2,91,55
2,824,2,0,91,60
1,630,1,1,91,47
1,540,1,0,91,36
2,1100,2,1,91,52
3,1320,2,1,91,38.12
2,990,2,1,91,31.5
1,693,1,1,91,34.3
2,918,2,2,91,45
6,1060,6,3,91,110
2,1160,2,1,91,33.5
3,1250,3,0,91,71
3,1100,3,2,91,53
2,1070,2,1,91,46
2,1150,2,2,91,52.8
3,1500,2,3,91,80
3,1485,3,2,91,85
4,2912,6,2,91,210
4,3500,4,2,91,245
2,1302,2,1,91,69.1
2,1100,2,1,91,38
2,1174,2,1,91,59
3,3100,3,3,91,250
2,1171,2,2,91,75
4,3400,4,3,91,530
2,1207,2,2,91,79.9
1,645,1,1,91,16.45
6,1200,6,2,91,300
6,880,6,2,91,75
4,1680,3,0,91,135
4,3754,6,2,91,430
3,1950,3,3,91,165
3,1390,2,2,91,61.16
3,1200,2,2,91,75
3,1475,2,1,91,200
1,500,1,1,91,31
2,1175,2,1,91,69
2,1160,2,1,91,33.5
2,1175,2,1,91,39
2,1233,2,3,91,100
3,2400,2,0,91,480
2,1187,2,1,91,37.85
3,1776,2,3,91,75
2,1165,2,1,91,33.64
2,1250,2,2,91,45
2,600,1,2,91,25
3,2254,3,2,91,153
2,1000,2,1,91,35
3,1420,2,2,91,75
5,2500,7,0,91,125
3,1460,2,2,91,100
2,1350,3,2,91,55
1,1500,1,0,91,60
3,1200,3,1,91,145
5,1008,4,2,91,180
2,1100,2,2,91,60
3,1464,3,2,91,56
3,1920,3,2,91,150
3,1450,3,3,91,100
3,1498,3,3,91,79.15
4,3200,4,0,91,440
4,2600,4,3,91,40
4,3200,4,2,91,375
2,1181.7,2,1,91,100
3,1270,2,3,91,50.79
2,1267,2,1,91,90.33
3,1843,3,2,91,88
1,600,1,0,91,58
5,1200,5,1,91,90
2,1101,2,2,91,66
3,1720,3,3,91,83
2,1336,2,1,91,86
3,1600,3,2,91,180
3,1703,3,2,91,130
2,1290,2,1,91,89.9
3,2367,3,3,91,375
3,1950,3,2,91,125
4,1900,3,1,91,90
3,1278,3,2,91,70
3,600,3,2,91,85
2,1135,2,2,91,58
2,1113,2,1,91,70
2,700,2,1,91,40
2,980,2,1,91,77.44
3,1613,3,3,91,72
2,1012,2,1,91,58
4,3913,5,0,91,176
2,1201,2,1,91,65
4,3418,1,0,91,222
9,1560,9,0,91,200
2,1296,2,2,91,70
3,1590,3,2,91,105
2,2100,1,1,91,200
3,1345,3,1,91,58
4,4500,4,0,91,330
2,1025,2,1,91,29.6
3,1550,3,2,91,96
3,2390,3,1,91,372
3,1995,3,1,91,100
2,1447,3,2,91,76
3,1560,3,2,91,78
3,1500,3,2,91,50
2,750,2,0,91,40
3,1396,3,1,91,74
3,2176,3,3,91,348
2,1100,2,1,91,50
2,940,2,2,91,35
2,866,2,2,91,32
2,1113,2,1,91,52
2,1250,2,1,91,68.75
3,1500,2,2,91,75
3,1320,2,2,91,46
3,1335,2,1,91,56
2,1362,2,3,91,85
2,1196,2,3,91,60
3,1200,3,2,91,110
3,1651,3,1,91,49.53
2,1000,2,1,92,28.88
2,1025,2,1,92,46
3,1490,3,1,92,78.8
3,1400,3,0,92,77
2,1270,2,1,92,98
3,2100,3,2,92,125
2,1141,2,2,92,38.55
1,667,1,1,92,36.85
2,1090,2,1,92,27.24
3,1639,3,1,92,80
3,1200,3,0,92,66
2,775,2,2,92,38
3,1410,2,2,92,75
2,940,2,1,92,49
3,1455,3,2,92,46
2,1260,2,3,92,57.6
1,551,1,1,92,30
2,883,2,1,92,39
5,1200,4,2,92,285
2,1150,2,2,92,63
3,1765,3,3,92,105
5,9600,5,2,92,550
3,1687,3,3,92,127
3,1865,3,3,92,350
1,936,1,0,92,41.9
2,925,2,1,92,25
2,1120,2,2,92,43
2,1165,2,2,92,95
2,1372,2,1,92,61
3,1272,4,0,92,75
3,1455,3,1,92,61.5
2,1262,2,1,92,75
4,5500,5,1,92,1500
2,1210,2,1,92,102
4,3019,6,0,92,125.5
2,1230,2,2,92,48
1,500,1,0,92,70
3,1200,3,1,92,67.75
3,1600,3,2,92,76
4,600,5,2,92,85
3,1868,3,1,92,135
1,500,1,0,92,24
2,1160,1,0,92,163
3,1315,2,1,92,59.1
3,1698,3,2,92,102
4,3811,3,2,92,475
3,1678,3,2,92,125
1,416,1,1,92,19.5
2,1190,2,2,92,39
3,1190,2,2,92,30.35
3,1691,3,2,92,104
2,1151,2,2,92,50.5
4,2800,4,3,92,140
4,720,4,2,92,48
2,849,2,1,92,25.4
2,1040,2,2,92,50
2,1178,2,2,92,40.43
3,1939,3,0,92,98
2,850,2,1,92,42
2,1090,2,1,92,54
3,2384,4,2,92,165
3,1370,2,2,92,54.8
2,600,2,1,92,120
2,497,1,1,92,17
2,1250,2,3,92,58
2,1190,2,1,92,68
2,820,2,1,92,45
2,1500,2,2,92,130
3,1555,3,3,92,82
1,450,1,2,92,60
2,800,1,1,92,30
2,800,2,1,92,25
3,1255,2,3,92,50.19
2,950,2,1,92,25.65
3,1385,2,2,92,66.5
2,1050,2,2,92,47
4,2400,3,3,92,140
6,2300,7,0,92,160
2,1421,2,1,92,90
2,900,1,1,92,25
2,1255,2,2,92,53.5
2,1050,2,2,92,50
2,1199,2,1,92,85
2,650,1,1,92,20
4,1200,4,0,92,83
3,1650,3,0,92,95
3,1100,2,2,92,75
4,3197,5,2,92,335
3,1221,3,3,92,75
10,4000,12,0,92,160
2,1056,2,2,92,55
3,1570,3,3,92,88
3,1608,3,3,92,54.51
2,1140,2,2,92,49
3,1450,3,2,92,75
3,2320,2,0,92,160
3,1452,3,3,92,54.2
5,3000,4,0,92,300
2,1140,2,2,92,62
2,1195,2,1,92,61.36
2,985,2,1,92,25.12
3,1160,2,2,92,42
2,1200,2,2,92,60
3,1569,3,2,92,118
3,2500,4,0,92,140
2,940,2,1,92,69.57
3,1300,3,2,92,77.99
3,1847,3,3,92,92
3,1520,3,3,92,85
2,1200,2,2,92,46
2,1260,2,1,92,69.9
2,1095,2,2,92,55
2,900,2,0,92,55
3,2376,3,1,92,240
3,971,2,2,92,38
2,1460,2,1,92,80.3
4,1200,4,2,92,165
9,3600,8,2,92,165
4,1386,3,2,92,93
3,2100,3,2,92,200
3,1200,3,2,92,110
7,1200,6,2,92,150
2,1025,2,1,92,42
2,1160,2,2,92,40.6
3,1410,2,2,92,43.71
3,3554,4,1,92,340
2,1110,2,2,92,46.5
3,1615,3,0,92,96.9
3,2500,3,3,92,138
4,2790,4,3,92,198
4,2990,4,1,92,225
3,1432,3,2,92,79
2,1371,2,1,92,86
2,1157,2,1,92,73
5,900,4,1,92,62
4,600,5,2,92,99
2,1140,2,2,92,46
